"X","Nom.cité.dans.le.texte","Nom.français.cité.dans.le.texte","Nom.valide","INTITULE","ARRETE","ARTICLE","CD_NOM"
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops baretosanus Jeannel, 1941","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795220
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bessoni Cabidoche, 1962","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458945
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops blancheti Gaudin, 1947","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",794326
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bonneti Fourès, 1948","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458946
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bouilloni Coiffait, 1955","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458947
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bourgoini bourgoini Jeannel, 1946","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795422
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bourgoini crassus Coiffait, 1955","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795423
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bourgoini vandeli Coiffait, 1969","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795424
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bourgoini Jeannel, 1946","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",395957
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops bucephalus (Dieck, 1869)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",8750
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops carrerei Coiffait, 1953","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458952
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus bruneti Jeannel, 1926","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458957
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus cerberus (Dieck, 1869)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458958
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus inaequalis Abeille de Perrin, 1872","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458959
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus obtusus Jeannel, 1926","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458960
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus truncatus Coiffait, 1959","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458961
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cerberus (Dieck, 1869)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458956
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops chappuisi Coiffait, 1955","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458962
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops chaudoiri (Brisout de Barneville, 1867)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",793189
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops cissauguensis Faille & Bourdeau, 2008","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458687
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops colluvii Genest & Juberthie, 1983","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",459100
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops corbazi Faille & Bourdeau, 2022","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",1018054
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops crypticola (Linder, 1859)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458964
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops ehlersi (Abeille de Perrin, 1872)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",794327
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops elegans (Gaudin, 1946)","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",794328
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops eskualduna Coiffait, 1959","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458968
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops giraudi delicatulus Coiffait, 1962","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795425
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops giraudi giraudi Ochs, 1938","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795426
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops giraudi Ochs, 1938","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",795221
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops gracilis Gaudin, 1947","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",794329
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops hortensis Fourès, 1954","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",395973
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops hustachei Jeannel, 1917","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",458970
NA,"Aphaenops ssp. Bonvouloir, 1861","Les Aphaenops","Aphaenops jauzioni Faille, Déliot & Quéinnec, 2007","Liste des insectes protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 23 avril 2007 fixant la liste des insectes protégés sur l’ensemble du territoire et les modalités de leur protection","Article 3",457183
